videoId,author,publishedAt,likeCount,search_keyword,video_title,teks_bersih,hashtags,text,teks_bersih_lower,label sentiment,clean_teks,stem_teks
wEu9aJFuVMk,@adnansetiawan354,2025-06-29T03:22:54Z,0,LCGC,Lcgc lagi aja yang berulah 🗿 #dashcam #dashcamindonesia #shortviral #lcgc,"Lggc adalah orang kismin ,kebelet beli mobil baru jadilah lggc.",#dashcam #dashcamindonesia #shortviral #lcgc,"Lggc adalah orang kismin ,kebelet beli mobil baru jadilah lggc.","lggc adalah orang kismin ,kebelet beli mobil baru jadilah lggc.",positif,lggc orang kismin kebelet beli mobil lggc,lggc orang kismin kebelet beli mobil lggc
wEu9aJFuVMk,@liamzy25,2025-06-29T03:15:22Z,0,LCGC,Lcgc lagi aja yang berulah 🗿 #dashcam #dashcamindonesia #shortviral #lcgc,"mobilnya low cost green car
yang punya lost his mind",#dashcam #dashcamindonesia #shortviral #lcgc,"mobilnya low cost green car
yang punya lost his mind","mobilnya low cost green car
yang punya lost his mind",positif,mobilnya low cost green car lost mind,mobil low cost green car lost mind
wEu9aJFuVMk,@artstudio4492,2025-06-29T03:07:39Z,0,LCGC,Lcgc lagi aja yang berulah 🗿 #dashcam #dashcamindonesia #shortviral #lcgc,Biasanya sih expander,#dashcam #dashcamindonesia #shortviral #lcgc,Biasanya sih expander,biasanya sih expander,positif,expander,expander
wEu9aJFuVMk,@muhyusuf7532,2025-06-29T03:00:26Z,0,LCGC,Lcgc lagi aja yang berulah 🗿 #dashcam #dashcamindonesia #shortviral #lcgc,Seharusnya d tabrak lah.br minta ganti rugi kl cuma teriak2 y percuma,#dashcam #dashcamindonesia #shortviral #lcgc,Seharusnya d tabrak lah.br minta ganti rugi kl cuma teriak2 y percuma,seharusnya d tabrak lah.br minta ganti rugi kl cuma teriak2 y percuma,netral,tabrak lah.br ganti rugi kl teriak2,tabrak lah br ganti rugi kl teriak2
wEu9aJFuVMk,@ASEDESE2345,2025-06-29T02:55:58Z,0,LCGC,Lcgc lagi aja yang berulah 🗿 #dashcam #dashcamindonesia #shortviral #lcgc,"Tabrak lah pea , koplak woi woi woi laj dis lagi denger musik itu ",#dashcam #dashcamindonesia #shortviral #lcgc,"Tabrak lah pea , koplak woi woi woi laj dis lagi denger musik itu 😂😂","tabrak lah pea , koplak woi woi woi laj dis lagi denger musik itu ",netral,tabrak pea koplak laj dis denger musik,tabrak pea koplak laj dis denger musik
wEu9aJFuVMk,@shichyseven5556,2025-06-29T02:55:04Z,2,LCGC,Lcgc lagi aja yang berulah 🗿 #dashcam #dashcamindonesia #shortviral #lcgc,Woi woi doang.. Ahhhhhh,#dashcam #dashcamindonesia #shortviral #lcgc,Woi woi doang.. Ahhhhhh😂😂😂,woi woi doang.. ahhhhhh,netral,doang ahhhhhh,doang ahhhhhh
wEu9aJFuVMk,@muhammadmaulana8876,2025-06-29T02:49:42Z,2,LCGC,Lcgc lagi aja yang berulah 🗿 #dashcam #dashcamindonesia #shortviral #lcgc,"dua sopir sama"" dongonya",#dashcam #dashcamindonesia #shortviral #lcgc,"dua sopir sama"" dongonya😂😂😂😂","dua sopir sama"" dongonya",netral,sopir dongonya,sopir dongonya
wEu9aJFuVMk,@kalanirisad767,2025-06-29T02:45:56Z,0,LCGC,Lcgc lagi aja yang berulah 🗿 #dashcam #dashcamindonesia #shortviral #lcgc,"Kualitas SDM pribumi indonesia yg sangat rendah suka melanggar,maling dan korupt dari level terendah sampai level tinggi",#dashcam #dashcamindonesia #shortviral #lcgc,"Kualitas SDM pribumi indonesia yg sangat rendah suka melanggar,maling dan korupt dari level terendah sampai level tinggi","kualitas sdm pribumi indonesia yg sangat rendah suka melanggar,maling dan korupt dari level terendah sampai level tinggi",netral,kualitas sdm pribumi indonesia rendah suka melanggar maling korupt level terendah level,kualitas sdm pribumi indonesia rendah suka langgar maling korupt level rendah level
wEu9aJFuVMk,@animalsforlifetheworld,2025-06-29T02:30:39Z,2,LCGC,Lcgc lagi aja yang berulah 🗿 #dashcam #dashcamindonesia #shortviral #lcgc,Klo mobilnya lapis baja langsung remuk,#dashcam #dashcamindonesia #shortviral #lcgc,Klo mobilnya lapis baja langsung remuk 😅😅😅,klo mobilnya lapis baja langsung remuk,netral,klo mobilnya lapis baja langsung remuk,klo mobil lapis baja langsung remuk
wEu9aJFuVMk,@iqbalzakaria2015,2025-06-29T02:27:49Z,0,LCGC,Lcgc lagi aja yang berulah 🗿 #dashcam #dashcamindonesia #shortviral #lcgc,User lcgc meresahkan,#dashcam #dashcamindonesia #shortviral #lcgc,User lcgc meresahkan,user lcgc meresahkan,positif,user lcgc meresahkan,user lcgc resah
wEu9aJFuVMk,@xvddbbfgbb,2025-06-29T02:26:01Z,0,LCGC,Lcgc lagi aja yang berulah 🗿 #dashcam #dashcamindonesia #shortviral #lcgc,Jangan-jangan yang nyupir itu emak-emak,#dashcam #dashcamindonesia #shortviral #lcgc,Jangan-jangan yang nyupir itu emak-emak,jangan-jangan yang nyupir itu emak-emak,netral,jangan-jangan nyupir emak-emak,jangan nyupir emak-emak
wEu9aJFuVMk,@RifkyFebriansyah-i3c,2025-06-29T01:04:54Z,0,LCGC,Lcgc lagi aja yang berulah 🗿 #dashcam #dashcamindonesia #shortviral #lcgc,"Sedia batu di mobil, 
Biar gampang nimpuk nya",#dashcam #dashcamindonesia #shortviral #lcgc,"Sedia batu di mobil, 
Biar gampang nimpuk nya","sedia batu di mobil, 
biar gampang nimpuk nya",netral,sedia batu mobil biar gampang nimpuk,sedia batu mobil biar gampang nimpuk
wEu9aJFuVMk,@jaenaljeje1933,2025-06-29T00:49:08Z,0,LCGC,Lcgc lagi aja yang berulah 🗿 #dashcam #dashcamindonesia #shortviral #lcgc,Supir supir kaya gini kenapa pada tolol tolol sihhh,#dashcam #dashcamindonesia #shortviral #lcgc,Supir supir kaya gini kenapa pada tolol tolol sihhh,supir supir kaya gini kenapa pada tolol tolol sihhh,negatif,supir supir kaya gini tolol tolol sihhh,supir supir kaya gin tolol tolol sihhh
wEu9aJFuVMk,@serbaserbikehidupan8015,2025-06-29T00:47:59Z,0,LCGC,Lcgc lagi aja yang berulah 🗿 #dashcam #dashcamindonesia #shortviral #lcgc,Mobil murah otak murah juga,#dashcam #dashcamindonesia #shortviral #lcgc,Mobil murah otak murah juga,mobil murah otak murah juga,positif,mobil murah otak murah,mobil murah otak murah
wEu9aJFuVMk,@hehe-re5jf,2025-06-29T00:41:34Z,0,LCGC,Lcgc lagi aja yang berulah 🗿 #dashcam #dashcamindonesia #shortviral #lcgc,"Ntah kenapa orang yang udah miskin itu kalau ga banyak hutang sana sini ya mendoakan dirinya sendiri utk miskin, tanpa disadari...",#dashcam #dashcamindonesia #shortviral #lcgc,"Ntah kenapa orang yang udah miskin itu kalau ga banyak hutang sana sini ya mendoakan dirinya sendiri utk miskin, tanpa disadari...","ntah kenapa orang yang udah miskin itu kalau ga banyak hutang sana sini ya mendoakan dirinya sendiri utk miskin, tanpa disadari...",netral,ntah orang miskin hutang mendoakan miskin disadari,ntah orang miskin hutang doa miskin sadar
wEu9aJFuVMk,@wisnupewe,2025-06-29T00:40:41Z,1,LCGC,Lcgc lagi aja yang berulah 🗿 #dashcam #dashcamindonesia #shortviral #lcgc,"ingat bukan LCGCnya, tp usernya",#dashcam #dashcamindonesia #shortviral #lcgc,"ingat bukan LCGCnya, tp usernya","ingat bukan lcgcnya, tp usernya",negatif,lcgcnya usernya,lcgcnya usernya
wEu9aJFuVMk,@nocopyrightmedia-freeintro2871,2025-06-29T00:40:09Z,2,LCGC,Lcgc lagi aja yang berulah 🗿 #dashcam #dashcamindonesia #shortviral #lcgc,wkwkw yg di salahin lcgc mya drpd orang yg nyetir ini kocak,#dashcam #dashcamindonesia #shortviral #lcgc,wkwkw yg di salahin lcgc mya drpd orang yg nyetir ini kocak 😂,wkwkw yg di salahin lcgc mya drpd orang yg nyetir ini kocak,negatif,salahin lcgc mya drpd orang nyetir kocak,salahin lcgc mya drpd orang nyetir kocak
wEu9aJFuVMk,@setsunafseiei007,2025-06-29T00:28:52Z,0,LCGC,Lcgc lagi aja yang berulah 🗿 #dashcam #dashcamindonesia #shortviral #lcgc,"Jadi pengen punya Land Cruiser 70, bumper full besi. Mau hajar LCGC sampah kek gini. Kayaknya seru. ",#dashcam #dashcamindonesia #shortviral #lcgc,"Jadi pengen punya Land Cruiser 70, bumper full besi. Mau hajar LCGC sampah kek gini. Kayaknya seru. 😂😂😂😂","jadi pengen punya land cruiser 70, bumper full besi. mau hajar lcgc sampah kek gini. kayaknya seru. ",positif,pengen land cruiser 70 bumper full besi hajar lcgc sampah kek gini kayaknya seru,ken land cruiser 70 bumper full besi hajar lcgc sampah kek gin kayak seru
wEu9aJFuVMk,@rizkyakbar3848,2025-06-29T00:25:29Z,0,LCGC,Lcgc lagi aja yang berulah 🗿 #dashcam #dashcamindonesia #shortviral #lcgc,Turun patahin spionnya,#dashcam #dashcamindonesia #shortviral #lcgc,Turun patahin spionnya,turun patahin spionnya,netral,turun patahin spionnya,turun patahin spion
wEu9aJFuVMk,@muhammadfauzanarifakal9145,2025-06-29T00:19:10Z,0,LCGC,Lcgc lagi aja yang berulah 🗿 #dashcam #dashcamindonesia #shortviral #lcgc,"Salahsatu alasan punya asuransi, gak takut  ngelecetin, sebaiknya g4sssssss lah..",#dashcam #dashcamindonesia #shortviral #lcgc,"Salahsatu alasan punya asuransi, gak takut  ngelecetin, sebaiknya g4sssssss lah..😂","salahsatu alasan punya asuransi, gak takut  ngelecetin, sebaiknya g4sssssss lah..",netral,salahsatu alasan asuransi takut ngelecetin g4sssssss,salahsatu alas asuransi takut ngelecetin g4sssssss
wEu9aJFuVMk,@wandisetiadi6320,2025-06-29T00:00:57Z,0,LCGC,Lcgc lagi aja yang berulah 🗿 #dashcam #dashcamindonesia #shortviral #lcgc,Gak usah pake klakson gak usah pake teriak2... Senggol aja dulu tar kalo dia marah2 baru lu teriak2..,#dashcam #dashcamindonesia #shortviral #lcgc,Gak usah pake klakson gak usah pake teriak2... Senggol aja dulu tar kalo dia marah2 baru lu teriak2..,gak usah pake klakson gak usah pake teriak2... senggol aja dulu tar kalo dia marah2 baru lu teriak2..,netral,pake klakson pake teriak2 senggol tar kalo marah2 lu teriak2,pake klakson pake teriak2 senggol tar kalo marah2 lu teriak2
wEu9aJFuVMk,@cuteanimals88-g7l,2025-06-28T23:46:30Z,0,LCGC,Lcgc lagi aja yang berulah 🗿 #dashcam #dashcamindonesia #shortviral #lcgc,Naik kaleng krupuk ga otak pula..heran Ama LCGC..ya memang ga semua bos..,#dashcam #dashcamindonesia #shortviral #lcgc,Naik kaleng krupuk ga otak pula..heran Ama LCGC..ya memang ga semua bos..,naik kaleng krupuk ga otak pula..heran ama lcgc..ya memang ga semua bos..,positif,kaleng krupuk otak heran ama lcgc,kaleng krupuk otak heran ama lcgc
wEu9aJFuVMk,@andraahmad6193,2025-06-28T23:29:24Z,0,LCGC,Lcgc lagi aja yang berulah 🗿 #dashcam #dashcamindonesia #shortviral #lcgc,Cuma way woy way woy tabrak lah,#dashcam #dashcamindonesia #shortviral #lcgc,Cuma way woy way woy tabrak lah,cuma way woy way woy tabrak lah,netral,way way tabrak,way way tabrak
wEu9aJFuVMk,@kanghakim2230,2025-06-28T23:28:46Z,0,LCGC,Lcgc lagi aja yang berulah 🗿 #dashcam #dashcamindonesia #shortviral #lcgc,Ngapain teriak2 ?..,#dashcam #dashcamindonesia #shortviral #lcgc,Ngapain teriak2 ?..,ngapain teriak2 ?..,netral,ngapain teriak2,ngapain teriak2
wEu9aJFuVMk,@prawowosejati,2025-06-28T23:25:37Z,0,LCGC,Lcgc lagi aja yang berulah 🗿 #dashcam #dashcamindonesia #shortviral #lcgc,Norak masuh triak2 kampungan,#dashcam #dashcamindonesia #shortviral #lcgc,Norak masuh triak2 kampungan,norak masuh triak2 kampungan,netral,norak masuh triak2 kampungan,norak masuh triak2 kampung
wEu9aJFuVMk,@royarianto4617,2025-06-28T23:03:50Z,0,LCGC,Lcgc lagi aja yang berulah 🗿 #dashcam #dashcamindonesia #shortviral #lcgc,Emang bener miskin pasti nyusahin,#dashcam #dashcamindonesia #shortviral #lcgc,Emang bener miskin pasti nyusahin,emang bener miskin pasti nyusahin,netral,miskin nyusahin,miskin nyusahin
wEu9aJFuVMk,@mynameis3657,2025-06-28T22:57:22Z,0,LCGC,Lcgc lagi aja yang berulah 🗿 #dashcam #dashcamindonesia #shortviral #lcgc,"Klo gw kek gitu gw tabrakan sekalian,ngapain teriak-teriak",#dashcam #dashcamindonesia #shortviral #lcgc,"Klo gw kek gitu gw tabrakan sekalian,ngapain teriak-teriak","klo gw kek gitu gw tabrakan sekalian,ngapain teriak-teriak",netral,klo kek tabrakan ngapain teriak-teriak,klo kek tabrak ngapain teriak
wEu9aJFuVMk,@elfimoralita1114,2025-06-28T22:46:04Z,1,LCGC,Lcgc lagi aja yang berulah 🗿 #dashcam #dashcamindonesia #shortviral #lcgc,"Tidak ada hubungannya dgn lgcc atau bukan, cara mengendara kembali pada pribadi masing2, emangnya pengendara mobil mahal tdk ada yg seenaknya? Jgn mendiskreditkan jenis mobilnya.",#dashcam #dashcamindonesia #shortviral #lcgc,"Tidak ada hubungannya dgn lgcc atau bukan, cara mengendara kembali pada pribadi masing2, emangnya pengendara mobil mahal tdk ada yg seenaknya? Jgn mendiskreditkan jenis mobilnya.","tidak ada hubungannya dgn lgcc atau bukan, cara mengendara kembali pada pribadi masing2, emangnya pengendara mobil mahal tdk ada yg seenaknya? jgn mendiskreditkan jenis mobilnya.",negatif,hubungannya lgcc mengendara pribadi masing2 emangnya pengendara mobil mahal jgn mendiskreditkan jenis mobilnya,hubung lgcc kendara pribadi masing2 emang kendara mobil mahal jgn diskredit jenis mobil
wEu9aJFuVMk,@andinugroho5857,2025-06-28T21:42:18Z,0,LCGC,Lcgc lagi aja yang berulah 🗿 #dashcam #dashcamindonesia #shortviral #lcgc,Guobbblokkkkkk,#dashcam #dashcamindonesia #shortviral #lcgc,Guobbblokkkkkk,guobbblokkkkkk,netral,guobbblokkkkkk,guobbblokkkkkk
wEu9aJFuVMk,@muhammadrio4858,2025-06-28T21:40:47Z,0,LCGC,Lcgc lagi aja yang berulah 🗿 #dashcam #dashcamindonesia #shortviral #lcgc,Kalau kita langsung saya Pepet aja lcgc sperti it.rata2 lcgc bawa mbl tdk pakai pikiran nya supir lcgc tdk punya SIM cm bs kredit doang.selalu menerobos lampu merah.,#dashcam #dashcamindonesia #shortviral #lcgc,Kalau kita langsung saya Pepet aja lcgc sperti it.rata2 lcgc bawa mbl tdk pakai pikiran nya supir lcgc tdk punya SIM cm bs kredit doang.selalu menerobos lampu merah.,kalau kita langsung saya pepet aja lcgc sperti it.rata2 lcgc bawa mbl tdk pakai pikiran nya supir lcgc tdk punya sim cm bs kredit doang.selalu menerobos lampu merah.,positif,langsung pepet lcgc sperti it.rata2 lcgc bawa mbl pakai pikiran supir lcgc sim cm kredit doang.selalu menerobos lampu merah,langsung pepet lcgc sperti it rata2 lcgc bawa mbl pakai pikir supir lcgc sim cm kredit doang selalu terobos lampu merah
wEu9aJFuVMk,@antikebodohan-x7h,2025-06-28T21:17:29Z,0,LCGC,Lcgc lagi aja yang berulah 🗿 #dashcam #dashcamindonesia #shortviral #lcgc,MAKANYA SAYA SELALU SEDIAKAN BATU BESAR SEGENGGAM TANGAN YANG CUKUP UNTUK PECAHKAN KACA MOBIL,#dashcam #dashcamindonesia #shortviral #lcgc,MAKANYA SAYA SELALU SEDIAKAN BATU BESAR SEGENGGAM TANGAN YANG CUKUP UNTUK PECAHKAN KACA MOBIL,makanya saya selalu sediakan batu besar segenggam tangan yang cukup untuk pecahkan kaca mobil,netral,sediakan batu segenggam tangan pecahkan kaca mobil,sedia batu genggam tangan pecah kaca mobil
wEu9aJFuVMk,@IwanIskandar-m6j,2025-06-28T20:22:46Z,0,LCGC,Lcgc lagi aja yang berulah 🗿 #dashcam #dashcamindonesia #shortviral #lcgc,Tabrak aja,#dashcam #dashcamindonesia #shortviral #lcgc,Tabrak aja,tabrak aja,netral,tabrak,tabrak
wEu9aJFuVMk,@YuliusNainggolan,2025-06-28T18:35:49Z,0,LCGC,Lcgc lagi aja yang berulah 🗿 #dashcam #dashcamindonesia #shortviral #lcgc,Rata2 yg bawa lcgc mas2 jamet yg modif nya ampun liatnya aja malu gw,#dashcam #dashcamindonesia #shortviral #lcgc,Rata2 yg bawa lcgc mas2 jamet yg modif nya ampun liatnya aja malu gw😂,rata2 yg bawa lcgc mas2 jamet yg modif nya ampun liatnya aja malu gw,positif,rata2 bawa lcgc mas2 jamet modif ampun liatnya malu,rata2 bawa lcgc mas2 jamet modif ampun liat malu
wEu9aJFuVMk,@spokz45,2025-06-28T18:28:14Z,0,LCGC,Lcgc lagi aja yang berulah 🗿 #dashcam #dashcamindonesia #shortviral #lcgc,Dan mayoritas user LCGC tersinggung klao dibilang pada gak tau aturan..,#dashcam #dashcamindonesia #shortviral #lcgc,Dan mayoritas user LCGC tersinggung klao dibilang pada gak tau aturan..,dan mayoritas user lcgc tersinggung klao dibilang pada gak tau aturan..,positif,mayoritas user lcgc tersinggung klao dibilang tau aturan,mayoritas user lcgc singgung klao bilang tau atur
wEu9aJFuVMk,@RafkaAlfarizky-fb3mc,2025-06-28T18:10:00Z,0,LCGC,Lcgc lagi aja yang berulah 🗿 #dashcam #dashcamindonesia #shortviral #lcgc,"woat woy way woy ..wkwkw lu punya tangan lu punya kaki ..minimal lu turun pukul kacanya wkkwkw 
kaya di utan aja woy woy woy ",#dashcam #dashcamindonesia #shortviral #lcgc,"woat woy way woy ..wkwkw lu punya tangan lu punya kaki ..minimal lu turun pukul kacanya wkkwkw 
kaya di utan aja woy woy woy 😅","woat woy way woy ..wkwkw lu punya tangan lu punya kaki ..minimal lu turun pukul kacanya wkkwkw 
kaya di utan aja woy woy woy ",netral,woat way lu tangan lu kaki minimal lu turun kacanya wkkwkw kaya utan,woat way lu tangan lu kaki minimal lu turun kaca wkkwkw kaya utan
wEu9aJFuVMk,@danymiftahudin8732,2025-06-28T18:04:59Z,0,LCGC,Lcgc lagi aja yang berulah 🗿 #dashcam #dashcamindonesia #shortviral #lcgc,Berkendara di jaman sekarang ini lebih ngeri banyak orang tolol soalnya  kita nya udah hati2 orang lain mah blom tentu,#dashcam #dashcamindonesia #shortviral #lcgc,Berkendara di jaman sekarang ini lebih ngeri banyak orang tolol soalnya  kita nya udah hati2 orang lain mah blom tentu 😅,berkendara di jaman sekarang ini lebih ngeri banyak orang tolol soalnya  kita nya udah hati2 orang lain mah blom tentu,netral,berkendara jaman ngeri orang tolol hati2 orang blom,kendara jaman ngeri orang tolol hati2 orang blom
wEu9aJFuVMk,@bambangsasongko3963,2025-06-28T17:41:34Z,0,LCGC,Lcgc lagi aja yang berulah 🗿 #dashcam #dashcamindonesia #shortviral #lcgc,"Malah sengaja pelan, jancuuukk
..tabrak aja",#dashcam #dashcamindonesia #shortviral #lcgc,"Malah sengaja pelan, jancuuukk
..tabrak aja","malah sengaja pelan, jancuuukk
..tabrak aja",netral,sengaja pelan jancuuukk tabrak,sengaja pelan jancuuukk tabrak
wEu9aJFuVMk,@NMX728,2025-06-28T17:31:17Z,0,LCGC,Lcgc lagi aja yang berulah 🗿 #dashcam #dashcamindonesia #shortviral #lcgc," Pas bngt kmrn siang saat sy lg jalan"" sm komunitas XPANDER di daerah Surabaya ke Wonokromo, persis kyk gini.

LCGC d dpan sy, dan sy sruh komunitas sy tabrak aja, Mslh ganti patungan. Ngpain takut jika kita benar saat dh lampu hijau & dia nyelonong, dan pengemudi mbil ini hny bisa ny ( WOY WAY WOY ) , turun lah boy kl merasa jentel jd pria. Sy aj brani tabrak mobil Mskipun hrga service XPANDER hmpir 7Jt, yg penting puas ksh pelajaran .",#dashcam #dashcamindonesia #shortviral #lcgc,"😂 Pas bngt kmrn siang saat sy lg jalan"" sm komunitas XPANDER di daerah Surabaya ke Wonokromo, persis kyk gini.

LCGC d dpan sy, dan sy sruh komunitas sy tabrak aja, Mslh ganti patungan. Ngpain takut jika kita benar saat dh lampu hijau & dia nyelonong, dan pengemudi mbil ini hny bisa ny ( WOY WAY WOY ) 🥱, turun lah boy kl merasa jentel jd pria. Sy aj brani tabrak mobil Mskipun hrga service XPANDER hmpir 7Jt, yg penting puas ksh pelajaran 🖕🏻😏."," pas bngt kmrn siang saat sy lg jalan"" sm komunitas xpander di daerah surabaya ke wonokromo, persis kyk gini.

lcgc d dpan sy, dan sy sruh komunitas sy tabrak aja, mslh ganti patungan. ngpain takut jika kita benar saat dh lampu hijau & dia nyelonong, dan pengemudi mbil ini hny bisa ny ( woy way woy ) , turun lah boy kl merasa jentel jd pria. sy aj brani tabrak mobil mskipun hrga service xpander hmpir 7jt, yg penting puas ksh pelajaran .",positif,pas bngt kmrn siang sy lg jalan sm komunitas xpander daerah surabaya wonokromo persis kyk gini lcgc dpan sy sy sruh komunitas sy tabrak mslh ganti patungan ngpain takut dh lampu hijau nyelonong pengemudi mbil ny way turun boy kl jentel pria sy aj brani tabrak mobil mskipun hrga service xpander hmpir 7jt puas ksh pelajaran,pas bngt kmrn siang sy lg jalan sm komunitas xpander daerah surabaya wonokromo persis kyk gin lcgc dpan sy sy sruh komunitas sy tabrak mslh ganti patungan ngpain takut dh lampu hijau nyelonong kemudi mbil ny way turun boy kl jentel pria sy aj brani tabrak mobil mskipun hrga service xpander hmpir 7jt puas ksh ajar
wEu9aJFuVMk,@Hachikonoha,2025-06-28T17:21:38Z,0,LCGC,Lcgc lagi aja yang berulah 🗿 #dashcam #dashcamindonesia #shortviral #lcgc,Lempar kunci inggris aja kacanya tuh,#dashcam #dashcamindonesia #shortviral #lcgc,Lempar kunci inggris aja kacanya tuh,lempar kunci inggris aja kacanya tuh,netral,lempar kunci inggris kacanya,lempar kunci inggris kaca
wEu9aJFuVMk,@ProfPrawn,2025-06-28T17:08:40Z,1,LCGC,Lcgc lagi aja yang berulah 🗿 #dashcam #dashcamindonesia #shortviral #lcgc,"Rata2 lcgc kalo nyetir itu sambil nyetel musik kenceng bang, ampe suaranya jedag-jedug...
Makanya lo teriakin gk bakal denger. ",#dashcam #dashcamindonesia #shortviral #lcgc,"Rata2 lcgc kalo nyetir itu sambil nyetel musik kenceng bang, ampe suaranya jedag-jedug...
Makanya lo teriakin gk bakal denger. 😂🤣","rata2 lcgc kalo nyetir itu sambil nyetel musik kenceng bang, ampe suaranya jedag-jedug...
makanya lo teriakin gk bakal denger. ",netral,rata2 lcgc kalo nyetir nyetel musik kenceng bang ampe suaranya jedag-jedug lo teriakin denger,rata2 lcgc kalo nyetir nyetel musik kenceng bang ampe suara jedag-jedug lo teriakin denger
wEu9aJFuVMk,@amry_enk,2025-06-28T17:08:31Z,0,LCGC,Lcgc lagi aja yang berulah 🗿 #dashcam #dashcamindonesia #shortviral #lcgc,Di teriakin ga denger Krn cicilan mobil belum lunas,#dashcam #dashcamindonesia #shortviral #lcgc,Di teriakin ga denger Krn cicilan mobil belum lunas,di teriakin ga denger krn cicilan mobil belum lunas,netral,teriakin denger cicilan mobil lunas,teriakin denger cicil mobil lunas
wEu9aJFuVMk,@ahmadtabroni4488,2025-06-28T16:49:29Z,0,LCGC,Lcgc lagi aja yang berulah 🗿 #dashcam #dashcamindonesia #shortviral #lcgc,Jangan cuma teriak-teriak dan klakson basiii...anda sudah benar di jalurnya tinggal eksekusi HANTAM itu baru gentle,#dashcam #dashcamindonesia #shortviral #lcgc,Jangan cuma teriak-teriak dan klakson basiii...anda sudah benar di jalurnya tinggal eksekusi HANTAM itu baru gentle,jangan cuma teriak-teriak dan klakson basiii...anda sudah benar di jalurnya tinggal eksekusi hantam itu baru gentle,netral,teriak-teriak klakson basiii jalurnya tinggal eksekusi hantam gentle,teriak klakson basiii jalur tinggal eksekusi hantam gentle
wEu9aJFuVMk,@elazam8496,2025-06-28T16:41:23Z,0,LCGC,Lcgc lagi aja yang berulah 🗿 #dashcam #dashcamindonesia #shortviral #lcgc,Malah fokus ama lagunya wkwk,#dashcam #dashcamindonesia #shortviral #lcgc,Malah fokus ama lagunya wkwk,malah fokus ama lagunya wkwk,netral,fokus ama lagunya wkwk,fokus ama lagu wkwk
wEu9aJFuVMk,@duldul89,2025-06-28T16:41:22Z,4,LCGC,Lcgc lagi aja yang berulah 🗿 #dashcam #dashcamindonesia #shortviral #lcgc,"mobil sejuta umat.. beli mobil ini ga harus nunggu jd kaya raya, gaji 7 juta pun cukup memiliki mobil ini, dan ga perlu pintar atau berpikir pakai otak saat mengendarainya",#dashcam #dashcamindonesia #shortviral #lcgc,"mobil sejuta umat.. beli mobil ini ga harus nunggu jd kaya raya, gaji 7 juta pun cukup memiliki mobil ini, dan ga perlu pintar atau berpikir pakai otak saat mengendarainya","mobil sejuta umat.. beli mobil ini ga harus nunggu jd kaya raya, gaji 7 juta pun cukup memiliki mobil ini, dan ga perlu pintar atau berpikir pakai otak saat mengendarainya",positif,mobil sejuta umat beli mobil nunggu kaya raya gaji 7 juta memiliki mobil pintar berpikir pakai otak mengendarainya,mobil juta umat beli mobil nunggu kaya raya gaji 7 juta milik mobil pintar pikir pakai otak kendara
wEu9aJFuVMk,@reevan6241,2025-06-28T16:14:04Z,0,LCGC,Lcgc lagi aja yang berulah 🗿 #dashcam #dashcamindonesia #shortviral #lcgc,Bagi saya User LCGC = User Innova= User CRV,#dashcam #dashcamindonesia #shortviral #lcgc,Bagi saya User LCGC = User Innova= User CRV,bagi saya user lcgc = user innova= user crv,positif,user lcgc user innova user crv,user lcgc user innova user crv
wEu9aJFuVMk,@mlmobile5423,2025-06-28T16:06:55Z,7,LCGC,Lcgc lagi aja yang berulah 🗿 #dashcam #dashcamindonesia #shortviral #lcgc,"Teriak doang ga akan ada Effect, tabrak lah biar jera, trus bawa ke kntor polisi biar double dia keluar biaya nya tuh, bayar denda tilang sama ganti rugi",#dashcam #dashcamindonesia #shortviral #lcgc,"Teriak doang ga akan ada Effect, tabrak lah biar jera, trus bawa ke kntor polisi biar double dia keluar biaya nya tuh, bayar denda tilang sama ganti rugi","teriak doang ga akan ada effect, tabrak lah biar jera, trus bawa ke kntor polisi biar double dia keluar biaya nya tuh, bayar denda tilang sama ganti rugi",netral,teriak doang effect tabrak biar jera trus bawa kntor polisi biar double biaya bayar denda tilang ganti rugi,teriak doang effect tabrak biar jera trus bawa kntor polisi biar double biaya bayar denda tilang ganti rugi
wEu9aJFuVMk,@Buitenzorg-c9h,2025-06-28T15:43:15Z,2,LCGC,Lcgc lagi aja yang berulah 🗿 #dashcam #dashcamindonesia #shortviral #lcgc,Binatang dikasih bawa mobil ya gitu....gak akan tau aturan,#dashcam #dashcamindonesia #shortviral #lcgc,Binatang dikasih bawa mobil ya gitu....gak akan tau aturan,binatang dikasih bawa mobil ya gitu....gak akan tau aturan,netral,binatang dikasih bawa mobil tau aturan,binatang kasih bawa mobil tau atur
wEu9aJFuVMk,@bennynnjjhhhhhagung6359,2025-06-28T15:40:01Z,0,LCGC,Lcgc lagi aja yang berulah 🗿 #dashcam #dashcamindonesia #shortviral #lcgc,Turun napa malah teriak-teriak,#dashcam #dashcamindonesia #shortviral #lcgc,Turun napa malah teriak-teriak,turun napa malah teriak-teriak,netral,turun napa teriak-teriak,turun napa teriak
